term,cleaned_pinyin,updated_pinyin,status
增刊,zēngkān,zēng kān,success
老巢,lǎocháo,lǎo cháo,success
查收,cháshōu,chá shōu,success
捏一把汗,niēyībǎhàn,niē yī bǎ hàn,success
电话簿,diànhuàbù,diàn huà bù,success
里院,lǐyuàn,lǐ yuàn,success
迁延,qiānyán,qiān yán,success
累犯,lěifàn,lěi fàn,success
花插,huāchā,huā chā,success
白炽灯,báichìdēng,bái chì dēng,success
接线员,jiēxiànyuán,jiē xiàn yuán,success
撺掇,cuānduo,cuān duo,success
供桌,gòngzhuō,gòng zhuō,success
双眼皮,shuāngyǎnpí,shuāng yǎn pí,success
寒星,hánxīng,hán xīng,success
避重就轻,bìzhòng jiùqīng,bì zhòng jiù qīng,success
飞沫,fēimò,fēi mò,success
蒲团,pútuán,pú tuán,success
信天游,xìntiānyóu,xìn tiān yóu,success
对台戏,duìtáixì,duì tái xì,success
仪表堂堂,yíbiǎo tángtáng,yí biǎo táng táng,success
藤条,téngtiáo,téng tiáo,success
说长道短,shuōcháng dàoduǎn,shuō cháng dào duǎn,success
声名鹊起,shēngmíng quèqǐ,shēng míng què qǐ,success
身价百倍,shēnjià bǎibèi,shēn jià bǎi bèi,success
接访,jiēfǎng,jiē fǎng,success
碑亭,bēitíng,bēi tíng,success
偏旁,piānpáng,piān páng,success
百家姓,bǎijiāxìng,bǎi jiā xìng,success
好事多磨,hǎoshì duōmó,hǎo shì duō mó,success
肌腱,jījiàn,jī jiàn,success
聚积,jùjī,jù jī,success
装神弄鬼,zhuāngshén nòngguǐ,zhuāng shén nòng guǐ,success
抛却,pāoquè,pāo què,success
飘拂,piāofú,piāo fú,success
面黄肌瘦,miànhuáng jīshòu,miàn huáng jī shòu,success
说媒,shuōméi,shuō méi,success
畅达,chàngdá,chàng dá,success
佛龛,fókān,fó kān,success
监外执行,jiānwài zhíxíng,jiān wài zhí xíng,success
马号,mǎhào,mǎ hào,success
禁果,jìnguǒ,jìn guǒ,success
班房,bānfáng,bān fáng,success
邮筒,yóutǒng,yóu tǒng,success
溃逃,kuìtáo,kuì táo,success
婚检,hūnjiǎn,hūn jiǎn,success
嗟叹,jiētàn,jiē tàn,success
利爪,lìzhǎo,lì zhǎo,success
开屏,kāipíng,kāi píng,success
矿渣,kuàngzhā,kuàng zhā,success
蜷伏,quánfú,quán fú,success
发木,fāmù,fā mù,success
灌肠,guàncháng,guàn cháng,success
灌肠,guànchang,guàn chang,success
放债,fàngzhài,fàng zhài,success
说亲,shuōqīn,shuō qīn,success
嘴硬,zuǐyìng,zuǐ yìng,success
夫婿,fūxù,fū xù,success
舱室,cāngshì,cāng shì,success
声东击西,shēngdōng jīxī,shēng dōng jī xī,success
成癖,chéngpǐ,chéng pǐ,success
孤家寡人,gūjiā guǎrén,gū jiā guǎ rén,success
正犯,zhèngfàn,zhèng fàn,success
白板,báibǎn,bái bǎn,success
网络电话,wǎngluò diànhuà,wǎng luò diàn huà,success
钢缆,gānglǎn,gāng lǎn,success
过秤,guòchèng,guò chèng,success
手柄,shǒubǐng,shǒu bǐng,success
言归正传,yánguī zhèngzhuàn,yán guī zhèng zhuàn,success
邀功,yāogōng,yāo gōng,success
麻纱,máshā,má shā,success
缉获,jīhuò,jī huò,success
潮气,cháoqì,cháo qì,success
可巧,kěqiǎo,kě qiǎo,success
恶仗,èzhàng,è zhàng,success
杏红,xìnghóng,xìng hóng,success
坏水,huàishuǐ,huài shuǐ,success
媚眼,mèiyǎn,mèi yǎn,success
铜壶,tónghú,tóng hú,success
熔点,róngdiǎn,róng diǎn,success
一扫而空,yīsǎo érkōng,yī sǎo ér kōng,success
黑麦,hēimài,hēi mài,success
性腺,xìngxiàn,xìng xiàn,success
养气,yǎngqì,yǎng qì,success
潮位,cháowèi,cháo wèi,success
除湿,chúshī,chú shī,success
合击,héjī,hé jī,success
悸动,jìdòng,jì dòng,success
浮泛,fúfàn,fú fàn,success
尝鲜,chángxiān,cháng xiān,success
绫子,língzi,líng zi,success
梗死,gěngsǐ,gěng sǐ,success
二流子,èrliúzi,èr liú zi,success
沙荒,shāhuāng,shā huāng,success
回嘴,huízuǐ,huí zuǐ,success
第一性,dì yīxìng,dì yī xìng,success
剪发,jiǎnfà,jiǎn fà,success
不痛不痒,bùtòng bùyǎng,bù tòng bù yǎng,success
铝箔,lǚbó,lǚ bó,success
歌诀,gējué,gē jué,success
弃世,qìshì,qì shì,success
阵式,zhènshì,zhèn shì,success
老大妈,lǎodàmā,lǎo dà mā,success
密植,mìzhí,mì zhí,success
搭界,dājiè,dā jiè,success
读秒,dúmiǎo,dú miǎo,success
抢白,qiǎngbái,qiǎng bái,success
燃烧弹,ránshāodàn,rán shāo dàn,success
太极图,tàijítú,tài jí tú,success
整备,zhěngbèi,zhěng bèi,success
擅离职守,shànlí zhíshǒu,shàn lí zhí shǒu,success
侨商,qiáoshāng,qiáo shāng,success
条分缕析,tiáofēn lǚxī,tiáo fēn lǚ xī,success
盯梢,dīngshāo,dīng shāo,success
雅座,yǎzuò,yǎ zuò,success
内退,nèituì,nèi tuì,success
上呼吸道,shànghūxīdào,shàng hū xī dào,success
言之凿凿,yánzhīzáozáo,yán zhī záo záo,success
粗线条,cūxiàntiáo,cū xiàn tiáo,success
破冰船,pòbīngchuán,pò bīng chuán,success
秤砣,chèngtuó,chèng tuó,success
划不来,huábulái,huá bu lái,success
莴笋,wōsǔn,wō sǔn,success
栽赃,zāizāng,zāi zāng,success
老鸨,lǎobǎo,lǎo bǎo,success
糙米,cāomǐ,cāo mǐ,success
毒箭,dújiàn,dú jiàn,success
面筋,miànjīn,miàn jīn,success
鬼魅,guǐmèi,guǐ mèi,success
览胜,lǎnshèng,lǎn shèng,success
超值,chāozhí,chāo zhí,success
宗谱,zōngpǔ,zōng pǔ,success
墙围,qiángwéi,qiáng wéi,success
外扬,wàiyáng,wài yáng,success
秉持,bǐngchí,bǐng chí,success
匡算,kuāngsuàn,kuāng suàn,success
河港,hégǎng,hé gǎng,success
余兴,yúxìng,yú xìng,success
胆囊炎,dǎnnángyán,dǎn náng yán,success
弧度,húdù,hú dù,success
细粮,xìliáng,xì liáng,success
物尽其用,wùjìnqíyòng,wù jìn qí yòng,success
咯血,kǎxiě,kǎ xiě,success
道姑,dàogū,dào gū,success
避世,bìshì,bì shì,success
救亡图存,jiùwáng túcún,jiù wáng tú cún,success
暗喜,ànxǐ,àn xǐ,success
卑躬屈膝,bēigōng qūxī,bēi gōng qū xī,success
久经沙场,jiǔjīng shāchǎng,jiǔ jīng shā chǎng,success
纤巧,xiānqiǎo,xiān qiǎo,success
种禽,zhǒngqín,zhǒng qín,success
刮痧,guāshā,guā shā,success
息事宁人,xīshì níngrén,xī shì níng rén,success
酒令,jiǔlìng,jiǔ lìng,success
课室,kèshì,kè shì,success
血书,xuèshū,xuè shū,success
油矿,yóukuàng,yóu kuàng,success
曼妙,mànmiào,màn miào,success
风铃,fēnglíng,fēng líng,success
投递员,tóudìyuán,tóu dì yuán,success
荡妇,dàngfù,dàng fù,success
回单,huídān,huí dān,success
耀斑,yàobān,yào bān,success
眼馋,yǎnchán,yǎn chán,success
信札,xìnzhá,xìn zhá,success
顶灯,dǐngdēng,dǐng dēng,success
怯场,qièchǎng,qiè chǎng,success
滋扰,zīrǎo,zī rǎo,success
御医,yùyī,yù yī,success
解愁,jiěchóu,jiě chóu,success
套车,tàochē,tào chē,success
至好,zhìhǎo,zhì hǎo,success
撰述,zhuànshù,zhuàn shù,success
项圈,xiàngquān,xiàng quān,success
将才,jiàngcái,jiàng cái,success
辘轳,lùlu,lù lu,success
电灯泡,diàndēngpào,diàn dēng pào,success
喊冤,hǎnyuān,hǎn yuān,success
篡位,cuànwèi,cuàn wèi,success
乌金,wūjīn,wū jīn,success
半官方,bànguānfāng,bàn guān fāng,success
会阴,huìyīn,huì yīn,success
吃官司,chīguānsi,chī guān si,success
春心,chūnxīn,chūn xīn,success
唱诗班,chàngshībān,chàng shī bān,success
秽语,huìyǔ,huì yǔ,success
迎头痛击,yíngtóu tòngjī,yíng tóu tòng jī,success
婚变,hūnbiàn,hūn biàn,success
负气,fùqì,fù qì,success
照准,zhàozhǔn,zhào zhǔn,success
小日子,xiǎorìzi,xiǎo rì zi,success
高徒,gāotú,gāo tú,success
合不来,hébulái,hé bu lái,success
挑夫,tiāofū,tiāo fū,success
持械,chíxiè,chí xiè,success
高高低低,gāogāo dīdī,gāo gāo dī dī,success
上半天,shàngbàntiān,shàng bàn tiān,success
粲然,cànrán,càn rán,success
鼓胀,gǔzhàng,gǔ zhàng,success
真确,zhēnquè,zhēn què,success
真凶,zhēnxiōng,zhēn xiōng,success
名扬四海,míngyáng sìhǎi,míng yáng sì hǎi,success
蚕农,cánnóng,cán nóng,success
叨念,dāoniàn,dāo niàn,success
努嘴,nǔzuǐ,nǔ zuǐ,success
绞刑架,jiǎoxíngjià,jiǎo xíng jià,success
田赋,tiánfù,tián fù,success
榴莲,liúlián,liú lián,success
抽油烟机,chōuyóuyānjī,chōu yóu yān jī,success
殴斗,ōudòu,ōu dòu,success
外勤,wàiqín,wài qín,success
言而无信,yán érwúxìn,yán ér wú xìn,success
了账,liǎozhàng,liǎo zhàng,success
百尺竿头,bǎichǐ gāntóu,bǎi chǐ gān tóu,success
秋种,qiūzhòng,qiū zhòng,success
雷场,léichǎng,léi chǎng,success
赔罪,péizuì,péi zuì,success
邮车,yóuchē,yóu chē,success
泉眼,quányǎn,quán yǎn,success
无伤大雅,wúshāng dàyǎ,wú shāng dà yǎ,success
无牵无挂,wúqiān wúguà,wú qiān wú guà,success
兵火,bīnghuǒ,bīng huǒ,success
矫形,jiǎoxíng,jiǎo xíng,success
身家性命,shēnjiā xìngmìng,shēn jiā xìng mìng,success
音标,yīnbiāo,yīn biāo,success
萦回,yínghuí,yíng huí,success
营寨,yíngzhài,yíng zhài,success
抗寒,kànghán,kàng hán,success
童音,tóngyīn,tóng yīn,success
翻建,fānjiàn,fān jiàn,success
铺路石,pūlùshí,pū lù shí,success
出阁,chūgé,chū gé,success
三头六臂,sāntóu liùbì,sān tóu liù bì,success
笔意,bǐyì,bǐ yì,success
才识,cáishí,cái shí,success
激灵,jīling,jī ling,success
主销,zhǔxiāo,zhǔ xiāo,success
花簇,huācù,huā cù,success
吊床,diàochuáng,diào chuáng,success
限速,xiànsù,xiàn sù,success
早产儿,zǎochǎn ér,zǎo chǎn ér,success
早茶,zǎochá,zǎo chá,success
听而不闻,tīng érbùwén,tīng ér bù wén,success
生字,shēngzì,shēng zì,success
钦差大臣,qīnchāi dàchén,qīn chāi dà chén,success
马靴,mǎxuē,mǎ xuē,success
歪门邪道,wāimén xiédào,wāi mén xié dào,success
靠背椅,kàobèiyǐ,kào bèi yǐ,success
胫骨,jìnggǔ,jìng gǔ,success
脚注,jiǎozhù,jiǎo zhù,success
奇丽,qílì,qí lì,success
智勇双全,zhìyǒng shuāngquán,zhì yǒng shuāng quán,success
纳谏,nàjiàn,nà jiàn,success
一病不起,yībìngbùqǐ,yī bìng bù qǐ,success
海塘,hǎitáng,hǎi táng,success
欺上瞒下,qīshàng mánxià,qī shàng mán xià,success
起搏器,qǐbóqì,qǐ bó qì,success
作茧自缚,zuòjiǎn zìfù,zuò jiǎn zì fù,success
卧底,wòdǐ,wò dǐ,success
扎眼,zhāyǎn,zhā yǎn,success
小过,xiǎoguò,xiǎo guò,success
赋有,fùyǒu,fù yǒu,success
接车,jiēchē,jiē chē,success
速溶,sùróng,sù róng,success
狂躁,kuángzào,kuáng zào,success
鄂温克族,èwēnkèzú,è wēn kè zú,success
索价,suǒjià,suǒ jià,success
生死与共,shēngsǐ yǔgòng,shēng sǐ yǔ gòng,success
文如其人,wénrúqírén,wén rú qí rén,success
娟秀,juānxiù,juān xiù,success
陋巷,lòuxiàng,lòu xiàng,success
标图,biāotú,biāo tú,success
正途,zhèngtú,zhèng tú,success
拉拉扯扯,lālā chěchě,lā lā chě chě,success
高头大马,gāotóu dàmǎ,gāo tóu dà mǎ,success
情商,qíngshāng,qíng shāng,success
玩赏,wánshǎng,wán shǎng,success
高山流水,gāoshān liúshuǐ,gāo shān liú shuǐ,success
多事之秋,duōshìzhīqiū,duō shì zhī qiū,success
不可名状,bùkě míngzhuàng,bù kě míng zhuàng,success
震响,zhènxiǎng,zhèn xiǎng,success
风言风语,fēngyán fēngyǔ,fēng yán fēng yǔ,success
交通车,jiāotōngchē,jiāo tōng chē,success
归向,guīxiàng,guī xiàng,success
护院,hùyuàn,hù yuàn,success
外戚,wàiqī,wài qī,success
会员证,huìyuánzhèng,huì yuán zhèng,success
谨记,jǐnjì,jǐn jì,success
比翼齐飞,bǐyì qífēi,bǐ yì qí fēi,success
气浪,qìlàng,qì làng,success
狍子,páozi,páo zi,success
首义,shǒuyì,shǒu yì,success
一锅粥,yīguōzhōu,yī guō zhōu,success
臂肘,bìzhǒu,bì zhǒu,success
安设,ānshè,ān shè,success
舍下,shèxià,shè xià,success
网兜,wǎngdōu,wǎng dōu,success
洋装,yángzhuāng,yáng zhuāng,success
水循环,shuǐxúnhuán,shuǐ xún huán,success
小夜曲,xiǎoyèqǔ,xiǎo yè qǔ,success
从良,cóngliáng,cóng liáng,success
校场,jiàochǎng,jiào chǎng,success
银矿,yínkuàng,yín kuàng,success
承购,chénggòu,chéng gòu,success
堆肥,duīféi,duī féi,success
隆胸,lóngxiōng,lóng xiōng,success
销差,xiāochāi,xiāo chāi,success
铜管乐,tóngguǎnyuè,tóng guǎn yuè,success
悲声,bēishēng,bēi shēng,success
领章,lǐngzhāng,lǐng zhāng,success
惊叹号,jīngtànhào,jīng tàn hào,success
桥洞,qiáodòng,qiáo dòng,success
鲸吞,jīngtūn,jīng tūn,success
牵累,qiānlěi,qiān lěi,success
签收,qiānshōu,qiān shōu,success
集日,jírì,jí rì,success
忘年交,wàngniánjiāo,wàng nián jiāo,success
求诊,qiúzhěn,qiú zhěn,success
固若金汤,gùruòjīntāng,gù ruò jīn tāng,success
香瓜,xiāngguā,xiāng guā,success
错杂,cuòzá,cuò zá,success
银杯,yínbēi,yín bēi,success
撑竿跳高,chēnggāntiàogāo,chēng gān tiào gāo,success
自缢,zìyì,zì yì,success
内急,nèijí,nèi jí,success
啾啾,jiūjiū,jiū jiū,success
口是心非,kǒushì xīnfēi,kǒu shì xīn fēi,success
农民战争,nóngmín zhànzhēng,nóng mín zhàn zhēng,success
太空船,tàikōngchuán,tài kōng chuán,success
鄙俗,bǐsú,bǐ sú,success
柔媚,róumèi,róu mèi,success
围聚,wéijù,wéi jù,success
聒噪,guōzào,guō zào,success
突遇,tūyù,tū yù,success
窝火,wōhuǒ,wō huǒ,success
凉棚,liángpéng,liáng péng,success
岩心,yánxīn,yán xīn,success
末流,mòliú,mò liú,success
收尸,shōushī,shōu shī,success
辱没,rǔmò,rǔ mò,success
概说,gàishuō,gài shuō,success
纠偏,jiūpiān,jiū piān,success
二十四节气,èrshísì jiéqi,èr shí sì jié qi,success
发妻,fàqī,fà qī,success
撞墙,zhuàngqiáng,zhuàng qiáng,success
发飘,fāpiāo,fā piāo,success
染织,rǎnzhī,rǎn zhī,success
日杂,rìzá,rì zá,success
鞋垫,xiédiàn,xié diàn,success
父系,fùxì,fù xì,success
误人子弟,wùrénzǐdì,wù rén zǐ dì,success
痛悔,tònghuǐ,tòng huǐ,success
鱼子,yúzǐ,yú zǐ,success
合订本,hédìngběn,hé dìng běn,success
左撇子,zuǒpiězi,zuǒ piě zi,success
马蜂窝,mǎfēngwō,mǎ fēng wō,success
硬功夫,yìnggōngfu,yìng gōng fu,success
究办,jiūbàn,jiū bàn,success
茶缸,chágāng,chá gāng,success
压顶,yādǐng,yā dǐng,success
画架,huàjià,huà jià,success
打翻身仗,dǎfānshēnzhàng,dǎ fān shēn zhàng,success
涉外婚姻,shèwài hūnyīn,shè wài hūn yīn,success
大海捞针,dàhǎi lāozhēn,dà hǎi lāo zhēn,success
烟枪,yānqiāng,yān qiāng,success
逡巡,qūnxún,qūn xún,success
飞落,fēiluò,fēi luò,success
老窖,lǎojiào,lǎo jiào,success
冷杉,lěngshān,lěng shān,success
洗印,xǐyìn,xǐ yìn,success
汗牛充栋,hànniú chōngdòng,hàn niú chōng dòng,success
炮灰,pàohuī,pào huī,success
寻踪,xúnzōng,xún zōng,success
洗雪,xǐxuě,xǐ xuě,success
战云,zhànyún,zhàn yún,success
拌嘴,bànzuǐ,bàn zuǐ,success
文墨,wénmò,wén mò,success
天旱,tiānhàn,tiān hàn,success
保苗,bǎomiáo,bǎo miáo,success
字帖,zìtiè,zì tiè,success
切线,qiēxiàn,qiē xiàn,success
裂谷,liègǔ,liè gǔ,success
残垣断壁,cányuán duànbì,cán yuán duàn bì,success
劝和,quànhé,quàn hé,success
划价,huàjià,huà jià,success
锤打,chuídǎ,chuí dǎ,success
谵语,zhānyǔ,zhān yǔ,success
发怔,fāzhèng,fā zhèng,success
反胃,fǎnwèi,fǎn wèi,success
称许,chēngxǔ,chēng xǔ,success
顶板,dǐngbǎn,dǐng bǎn,success
黄鳝,huángshàn,huáng shàn,success
息肉,xīròu,xī ròu,success
饥不择食,jībùzéshí,jī bù zé shí,success
登攀,dēngpān,dēng pān,success
签子,qiānzi,qiān zi,success
拦洪,lánhóng,lán hóng,success
沪剧,hùjù,hù jù,success
递补,dìbǔ,dì bǔ,success
疏落,shūluò,shū luò,success
喷吐,pēntǔ,pēn tǔ,success
敢作敢为,gǎnzuò gǎnwéi,gǎn zuò gǎn wéi,success
借据,jièjù,jiè jù,success
眼睫毛,yǎnjiémáo,yǎn jié máo,success
小样,xiǎoyàng,xiǎo yàng,success
有胆有识,yǒudǎn yǒushí,yǒu dǎn yǒu shí,success
雅趣,yǎqù,yǎ qù,success
咸水湖,xiánshuǐhú,xián shuǐ hú,success
安培,ānpéi,ān péi,success
钢瓶,gāngpíng,gāng píng,success
坚如磐石,jiānrúpánshí,jiān rú pán shí,success
劈波斩浪,pībō zhǎnlàng,pī bō zhǎn làng,success
瞒骗,mánpiàn,mán piàn,success
杂沓,zátà,zá tà,success
识趣,shíqù,shí qù,success
神来之笔,shénláizhībǐ,shén lái zhī bǐ,success
一般见识,yībān jiànshi,yī bān jiàn shi,success
现买,xiànmǎi,xiàn mǎi,success
木屐,mùjī,mù jī,success
说头,shuōtou,shuō tou,success
烟柱,yānzhù,yān zhù,success
起子,qǐzi,qǐ zi,success
蟠桃,pántáo,pán táo,success
刺槐,cìhuái,cì huái,success
扑簌,pūsù,pū sù,success
娃娃脸,wáwaliǎn,wá wa liǎn,success
片言只语,piànyán zhīyǔ,piàn yán zhī yǔ,success
出谋献策,chūmóu xiàncè,chū móu xiàn cè,success
高官厚禄,gāoguān hòulù,gāo guān hòu lù,success
肯于,kěnyú,kěn yú,success
后妈,hòumā,hòu mā,success
晨昏,chénhūn,chén hūn,success
趣谈,qùtán,qù tán,success
冥顽,míngwán,míng wán,success
油毡,yóuzhān,yóu zhān,success
恩准,ēnzhǔn,ēn zhǔn,success
称量,chēngliáng,chēng liáng,success
童女,tóngnǚ,tóng nǚ,success
气团,qìtuán,qì tuán,success
古猿,gǔyuán,gǔ yuán,success
愁肠,chóucháng,chóu cháng,success
妻离子散,qīlí zǐsàn,qī lí zǐ sàn,success
一贯性,yīguànxìng,yī guàn xìng,success
玉碎,yùsuì,yù suì,success
奇花异草,qíhuā yìcǎo,qí huā yì cǎo,success
归位,guīwèi,guī wèi,success
乡约,xiāngyuē,xiāng yuē,success
神乎其神,shénhūqíshén,shén hū qí shén,success
背时,bèishí,bèi shí,success
仙逝,xiānshì,xiān shì,success
全价,quánjià,quán jià,success
调职,diàozhí,diào zhí,success
征尘,zhēngchén,zhēng chén,success
帽徽,màohuī,mào huī,success
性征,xìngzhēng,xìng zhēng,success
恐怖片,kǒngbùpiàn,kǒng bù piàn,success
微观世界,wēiguān shìjiè,wēi guān shì jiè,success
空落落,kōngluòluò,kōng luò luò,success
说一不二,shuōyī bù èr,shuō yī bù èr,success
珍异,zhēnyì,zhēn yì,success
填鸭,tiányā,tián yā,success
指挥刀,zhǐhuīdāo,zhǐ huī dāo,success
大雄宝殿,dàxióng bǎodiàn,dà xióng bǎo diàn,success
暗潮,àncháo,àn cháo,success
子宫颈,zǐgōngjǐng,zǐ gōng jǐng,success
选贤任能,xuǎnxián rènnéng,xuǎn xián rèn néng,success
火把节,huǒbǎjié,huǒ bǎ jié,success
小数点,xiǎoshùdiǎn,xiǎo shù diǎn,success
流行色,liúxíngsè,liú xíng sè,success
地头蛇,dìtóushé,dì tóu shé,success
保墒,bǎoshāng,bǎo shāng,success
怆然,chuàngrán,chuàng rán,success
党魁,dǎngkuí,dǎng kuí,success
存身,cúnshēn,cún shēn,success
哑语,yǎyǔ,yǎ yǔ,success
垂首,chuíshǒu,chuí shǒu,success
超短裙,chāoduǎnqún,chāo duǎn qún,success
权且,quánqiě,quán qiě,success
劝诫,quànjiè,quàn jiè,success
指示灯,zhǐshìdēng,zhǐ shì dēng,success
果核,guǒhé,guǒ hé,success
船家,chuánjiā,chuán jiā,success
拜寿,bàishòu,bài shòu,success
