definition_id,example_sn,example_cn,example_en,example_img
103718,2,款关。,visit a customs house,
103719,1,款步,slow steps,
103719,2,点水蜻蜓款款飞,Dragonflies fly leisurely as they frolicked with the water surface.,
103719,3,"清风徐来,柳丝款摆。","The soft, slender willow twigs sway gently in the breeze.",
103811,1,衡器。,weighing apparatus,
103812,1,衡器。,weighing apparatus,
103813,1,衡情度理。,consider the circumstances and judge by common sense,
103814,1,平衡,balance,
103814,2,均衡。,equilibrium,
103911,1,阻止,stop; block,
103911,2,拦阻,block; stop; obstruct; hold back,
103911,3,劝阻,talk sb. out of doing sth.,
103911,4,通行无阻。,smooth traffic; pass unobstructed; go through without any hindrance,
104011,1,两手托着下巴,cup one's chin in one's hands; rest one's chin on one's hands,
104011,2,茶盘托着茶杯和茶壶。,A tea tray holds teacups and a teapot.,
104013,1,衬托,set off; make sth. stand out by contrast,
104013,2,烘云托月。,paint clouds to set off the moon,
104014,1,托儿所,kindergarten; nursery; childcare centre; crèche,
104014,2,托人买东西。,ask sb. to buy sth.,
104015,1,托病,plead illness; under the pretext of illness; under the pretext of being ill,
104015,2,托故,make an excuse; give a pretext,
104015,3,托词。,find a pretext; make an excuse,
104016,1,托福,thanks to you,
104016,2,托庇。,rely on sb.(usu. one's elder or an influential person) for protection,
104111,1,喊口号。,shout slogans,
104112,1,你去喊他一声。,Go and give him a shout.,
104113,1,论辈分他要喊我姨妈。,He should call me ‘aunt’ based on our positions in the family hierarchy.,
104221,1,纷繁,numerous and complicated,
104221,2,繁杂,miscellaneous; many and diverse,
104221,3,繁星,myriad stars,
104221,4,删繁就简。,cut out the superfluous to bring out the essential; simplify by weeding out superfluities,
104222,1,自繁自养。,livestock propagated and raised by oneself,
104311,1,纯金,pure gold; fine gold,
104311,2,纯水。,pure or purified water,
104312,1,纯白,pure white,
104312,2,纯黑。,pitch black,
104313,1,"工夫不纯,还得练。",(of a person) not very skilful yet and need to practise more,
104411,1,门牙,incisor; front tooth,
104411,2,镶牙,insert an artificial tooth,
104411,3,牙医。,dentist,
104412,1,牙筷,ivory chopstick,
104412,2,牙章。,ivory seal,
104413,1,牙子。,serrated edge,
104415,1,牙行。,brokerage,
104511,1,殊途同归,reach the same goal by different routes,
104511,2,"照相影印,与原本无殊。",A photocopy looks exactly the same as the original.,
104512,1,殊勋,outstanding merit,
104512,2,殊功,outstanding exploits,
104512,3,殊效,special effect,
104512,4,殊绩。,distinguished service,
104513,1,殊觉歉然。,feel most regretful,
104611,1,风平浪静,"The wind is fair and the sea calm. or The wind dropped, and the waves subsided. or All is tranquil and quiet.",
104611,2,乘风破浪,ride the winds and break the waves; sail through wind and waves; brave winds and waves,
104611,3,白浪滔天。,white breakers leaping skywards,
104612,1,麦浪,rippling wheat field,
104612,2,声浪。,clamour; din,
104613,1,放浪,licentious,
104613,2,浪费。,wasteful,
104711,1,招手,wave hands,
104711,2,招之即来。,come at sb.'s beckoning; be at sb.'s beck and call,
104712,1,招领,announce the finding of lost property,
104712,2,招考,give public notice of an entrance examination; employ by examination,
104712,3,招生。,enroll new students; recruit students,
104713,1,招苍蝇,attract flies,
104713,2,招灾。,court disaster; invite calamity,
104714,1,"这孩子爱哭,别招他。",He's a cry-baby. Don't tease him.,
104715,1,这孩子真招人喜欢。,What a loveable child!,
104716,1,"这病招人,要注意预防。","This disease is contagious, and must be guarded against.",
104718,1,招供,confess; confess one's crime(s),
104718,2,招认,make a confession of one's crimes; plead guilty,
104718,3,不打自招。,make a confession without prompting,
104811,1,兵符,tally issued to a commander to prove authorization to move troops,
104811,2,虎符(虎形的兵符)。,tiger-shaped tally issued to a general as imperial authorization for troop movement,
104812,1,符号,symbol; mark; sign,
104812,2,音符。,musical note,
104813,1,两个数目相符,two figures tally,
104813,2,他所说的与事实不符。,What he said does not tally with the facts.,
104814,1,护身符,amulet; protective talisman,
104814,2,画了一张符。,draw a magic sign,
104911,1,折跟头。,turn or throw a somersault; loop a loop,
104912,1,"水太热,用两个碗折一折就凉了。",The water's boiling hot. Pour it from one cup to another to cool it.,
104921,1,树枝折了,A branch snapped.,
104921,2,桌子腿撞折了。,A table leg was bumped and broken.,
104922,1,折本ㄦ,lose money in one's business,
104922,2,折耗。,damage; loss,
104931,1,骨折。,fracture,
104932,1,损兵折将。,suffer heavy casualties,
104933,1,曲折,twists and turns,
104933,2,百折不挠。,be unbending; be undaunted by repeated setbacks,
104934,1,转折,turn in the course of an event,
104934,2,刚走出大门又折了回来。,"Just as (he) walked out of the gate, (he) turned back again.",
104935,1,心折。,be deeply convinced; be filled with heartfelt admiration,
104936,1,折价,convert into money; assess the cash value,
104936,2,折账,pay a debt in kind,
104936,3,折变。,sell off (one's property),
104937,1,打九折,give a 10% discount,
104937,2,不折不扣。,without the slightest discount; 100 per cent; out and out; to the letter,
104939,1,折扇,folding fan,
104939,2,折尺,folding ruler,
104939,3,"她把信折好,装在信封里。",She folded the letter and put it in an envelope.,
105011,1,沼泽,marsh; swamp,
105011,2,湖泽,lake,
105011,3,深山大泽。,jumble of mountains and big lakes,
105012,1,润泽。,moisten,
105013,1,光泽,lustre; gloss; sheen,
105013,2,色泽。,colour and lustre,
105014,1,恩泽,favour; kindness,
105014,2,泽及枯骨(施恩惠及于死人)。,Benevolence reaches even the deceased.,
105111,1,里弄,lane,
105111,2,弄堂。,lane,
105121,1,他又弄鸽子去了,He's gone to play with the pigeons again.,
105121,2,小孩ㄦ爱弄沙土。,Children like to play in the sand.,
105122,1,弄饭,prepare a meal,
105122,2,"这活ㄦ我做不好,请你帮我弄弄",I can't do this work properly. Will you please help me with it?,
105122,3,把书弄坏了,ruin the book,
105122,4,这件事总得弄出个结果来才成。,We've got to reach some resolution on this matter.,
105123,1,弄点水来。,fetch some water,
105124,1,弄手段,play tricks,
105124,2,舞文弄墨。,play on words; show off one's literary skill,
105211,1,牛奶,cow milk,
105211,2,羊奶,goat milk,
105211,3,给孩子吃奶。,feed an infant with milk,
105212,1,牛奶,cow milk,
105212,2,羊奶,goat milk,
105212,3,给孩子吃奶。,feed an infant with milk,
105213,1,奶孩子。,suckle a baby,
105311,1,道谢,express thanks,
105311,2,酬谢,give a gift to sb. in token of gratitude,
105311,3,这点ㄦ小事不用谢了。,Don't mention such a trifle. or Such a trifle is not worth mentioning.,
105312,1,谢罪,apologize for an offence,
105312,2,谢过。,apologize for having done sth. wrong,
105313,1,谢绝,"decline an offer (or invitation, etc.) with thanks",
105313,2,敬谢不敏。,decline a request politely; beg to be excused for not doing something,
105314,1,凋谢,wither; fade; wilt,
105314,2,萎谢。,wither; fade; lose freshness,
105411,1,"越干越有劲ㄦ,一点ㄦ也不觉得累。","The more I work, the more energetic I am. I feel not at all tired.",
105412,1,"眼睛刚好,别累着它",The eyes have just recovered. Don't strain them.,
105412,2,"这件事别人做不了,还得累你。","Since no one else can do it, I have to bother you.",
105413,1,"累了一天,该休息了。","After working hard all day, you need a rest.",
105431,1,日积月累,"accumulate day after day, month after month; accumulate over a long period",
105431,2,成千累万。,tens of thousands,
105432,1,累教不改,refuse to mend one's ways despite repeated warning,
105432,2,连篇累牍,publish articles one after another; redundant; lengthy and tedious,
105432,3,欢聚累日。,have a happy gathering for days on end,
105434,1,牵累,involve,
105434,2,连累。,implicate; get someone into trouble; involve,
105511,1,反之亦然,and the reverse is also true; and vice versa,
105511,2,人云亦云。,repeat what others say; parrot,
105611,1,厚木板,thick wooden plank,
105611,2,厚棉衣,heavy cotton-padded coat,
105611,3,嘴唇很厚。,thick lips,
105612,1,下了两寸厚的雪。,Two inches of snow fell.,
105613,1,深情厚谊,deep affection and profound relationship,
105613,2,交情很厚。,profound friendship,
105614,1,宽厚,generous,
105614,2,忠厚。,honest and tolerant,
105615,1,厚利,big profit or high interest,
105615,2,厚礼。,generous gifts,
105616,1,酒味很厚。,The wine has a mellow taste.,
105617,1,家底ㄦ厚。,(of a family) wealthy,
105618,1,厚此薄彼,say turkey to one and buzzard to another,
105618,2,厚今薄古。,treasure the present and overlook the past,
105711,1,良朋,true friend,
105711,2,宾朋满座。,a roomful of guests,
105712,1,朋比为奸。,gang up with sb. for evil ends,
105713,1,硕大无朋。,of an unparalleled size,
105811,1,伸直,straighten,
105811,2,伸展,extend,
105811,3,延伸。,extend; stretch,
105911,1,筑路,construct a road,
105911,2,筑堤,build a dyke,
105911,3,修筑,build; put up,
105911,4,构筑。,construct; build,
106011,1,闪开,step aside,
106011,2,闪过去,get out of the way,
106011,3,闪在树后。,duck behind a tree,
106012,1,"他脚下一滑,闪了闪,差点跌倒。","He slipped, and was so shaken that he almost gave way.",
106013,1,闪了腰。,sprain one's waist,
106014,1,打闪。,discharge a flash of lightning,
106015,1,闪念,(of an idea) flash across one's mind,
106015,2,山后闪出一条小路来。,A tiny footpath suddenly presented itself behind the mountain.,
106016,1,闪金光,emit golden rays,
106016,2,电闪雷鸣,The lightning flashes and the thunders roar.,
106016,3,眼里闪着泪花。,tears glisten in one's eyes,
106017,1,"出发时我们一定来叫你,不会把你闪下。","We'll give you a yell when we set out, and we won't leave you behind.",
106112,1,一枝梅花。,a spray of plum blossoms,
106113,1,一枝枪,a rifle,
106113,2,三枝钢笔,three pens,
106113,3,一枝蜡烛。,a candle,
106211,1,授旗,present (sb. with) a flag,
106211,2,授奖,award or confer a prize,
106211,3,授权。,vest sb. with authority,
106212,1,讲授,lecture; impart,
106212,2,授课,give lessons,
106212,3,函授。,teach by correspondence,
106311,1,泥蛋ㄦ,mud ball,
106311,2,山药蛋。,Chinese yam,
106411,1,早潮,morning tide,
106411,2,海潮,sea tide,
106411,3,潮澎湃。,be overcome by a wave of feelings and thoughts,
106412,1,革命高潮。,revolutionary upsurge,
106413,1,衣服受潮了,The clothes got damp.,
106413,2,阴天东西容易返潮。,Things get damp easily on a cloudy day.,
106414,1,潮银,inferior silver ingot,
106414,2,潮金。,impure gold,
106415,1,手艺潮。,The craftsmanship is quite poor.,
106511,1,登山,climb a mountain,
106511,2,登陆,land; disembark,
106511,3,登车,get on a bus,
106511,4,登天。,ascend to the heavens in a single step — attain the zenith of power in one leap,
106512,1,登报,publish an article in a newspaper,
106512,2,登记,get registered,
106512,3,他的名字登上了光荣榜。,His name has been entered in the honour roll.,
106513,1,五谷丰登。,bumper harvest of all cereal grains,
106514,1,登在窗台ㄦ上擦玻璃。,step onto the sill to clean the window,
106515,1,登上鞋,put one's shoes on,
106515,2,脚登长筒靴。,wear a pair of high boots,
106611,1,售票,sell tickets,
106611,2,售货,sell goods,
106611,3,零售,sell retail,
106611,4,出售。,sell,
106612,1,以售其奸,carry out one's evil design,
106612,2,其计不售。,His plan did not work.,
106711,1,鼻孔,nostril,
106711,2,毛孔,pore,
106711,3,胃穿孔,gastric perforation,
106711,4,这座石桥有七个孔,This stone bridge has seven arches.,
106711,5,"水银泻地,无孔不入。",The mercury spilled to the ground and made its way to every nook and corner.,
106712,1,一孔土窑。,a cave-dwelling,
106811,1,街头,street corner; street,
106811,2,大街小巷,streets and lanes,
106811,3,上街买东西,go downtown to do some shopping; go shopping,
106811,4,街上很热闹。,The streets are bustling with activity.,
106812,1,赶街。,go to a fair; go to market,
106911,1,战败国,vanquished nation,
106911,2,立于不败之地,establish oneself in an unassailable position,
106911,3,胜败乃兵家常事,"For military commanders, victory and defeat are commonplace.",
106911,4,甲队以二比三败于乙队。,Team A lost to Team B 2 to 3.,
106912,1,大败侵略军。,inflict a crushing defeat on aggressor troops,
106913,1,功败垂成,fail when on the verge of success; suffer defeat when victory is within reach,
106913,2,不计成败。,never give a thought to success or failure,
106914,1,身败名裂,lose all standing and reputation,
106914,2,伤风败俗,offend public decency; indecent; offensive,
106914,3,"成事不足,败事有余。",unable to accomplish anything but liable to spoil everything,
106915,1,败毒,alleviate internal heat,
106915,2,败火。,relieve internal heat,
106916,1,败絮,old cotton wadding,
106916,2,败肉,rotten meat,
106916,3,败叶,withered leaves,
106916,4,开不败的花朵。,flower that will not fade,
106917,1,败家。,dissipate a family fortune,
107011,1,欢迎,welcome,
107011,2,迎新会。,welcome meeting for newcomers,
107012,1,迎面,in the face,
107012,2,迎风,against the wind,
107012,3,迎击。,repulse attacks,
107112,1,土地很肥。,The land is fertile.,
107113,1,肥田粉。,soil fertilizer-ammonium sulphate,
107114,1,底肥,base manure,
107114,2,绿肥,green manure,
107114,3,化肥,chemical fertilizer,
107114,4,积肥。,collect manure; store compost,
107115,1,肥差,fat job; lucrative post,
107115,2,活ㄦ肥。,The job is lucrative.,
107116,1,分肥,divide up the spoils,
107116,2,抄肥(捞外快)。,earn extra income,
107117,1,分肥,divide up the spoils,
107117,2,抄肥(捞外快)。,earn extra income,
107118,1,棉袄的袖子太肥了。,The sleeves of the cotton-padded jacket are too wide.,
