hanzi,pinyin,pos,definition_id,origin_definition_cn,definition_cn,origin_definition_en,definition_en
扼,è,动词,295711,用力掐住,用力掐住,clutch; grip with force,strangle
扼,è,动词,295712,把守; 控制,控制；把守,guard; control,control
找,zhǎo,动词,52611,为了要见到或得到所需求的人或事物而努力,为了要见到或得到所需求的人或事物而努力,look for; try to find; seek,search
找,zhǎo,动词,52612,把超过应收的部分退还;把不足的部分补上,把超过应收的部分退还;把不足的部分补上,give change,change
承,chéng,动词,76711,托着;接着,托举；支撑,support; hold; bear,hold
承,chéng,动词,76712,承担,担负,bear; undertake; assume,undertake
承,chéng,动词,76713,承蒙,承蒙,term of politeness; be indebted to sb.,grateful
承,chéng,动词,76714,继续;接续,继续,continue; go on; carry on,continue
承,chéng,动词,76715,接受(命令或吩咐),接受（命令）,take (orders or instructions),accept
承,chéng,名词,76716,(Chéng)姓。,姓氏,a surname,surname
承办,chéng bàn,动词,820211,接受办理,接手办理,undertake; sponsor; host,undertake
承包,chéng bāo,动词,820311,接受工程、订货或其他生产经营活动并且负责完成。,接受工程、订货或其他生产经营活动并且负责完成。,"make a contract to do sth.; conduct business on a contracted basis; take full responsibility for an engineering project, ordering materials, or other production and management activities from the very beginning to the end",contract
承受,chéng shòu,动词,678811,接受;禁(jīn)受,经受,receive; bear; endure,endure
承受,chéng shòu,动词,678812,继承(财产、权利等),继承,"inherit (property, rights, etc.)",inherit
承担,chéng dān,动词,678611,担负;担当,担负责任,bear; undertake; assume,bear
承认,chéng rèn,动词,678711,"表示肯定,同意,认可",认可,agree; consent; admit; acknowledge; recognize; allow,acknowledge
承认,chéng rèn,动词,678712,国际上指肯定新国家、新政权的法律地位。,国际上指肯定新国家、新政权的法律地位。,recognize the legal status of a newly established country or government,recognize
承诺,chéng nuò,动词,820411,对某项事务答应照办,答应照办,agree to do sth.; promise; pledge,promise
技,jì,名词,36311,技能;本领,技术；能力,skill; ability; trick,skill
技巧,jì qiǎo,名词,880511,表现在艺术、工艺、体育等方面的巧妙的技能,巧妙技能,"skill; technique; craftsmanship; ingenious skill displayed in arts, art crafts, sports, etc.",technique
技巧,jì qiǎo,名词,880512,指技巧运动,技巧运动,sports acrobatics,acrobatics
技术,jì shù,名词,629211,"人类在利用自然和改造自然的过程中积累起来并在生产劳动中体现出来的经验和知识,也泛指其他操作方面的技巧",生产经验与知识,technology; technique; skill; experience and knowledge accumulated in the course of utilizing and transforming nature and displayed in production and work; (in a broad sense) skills in other operations,technology
技术,jì shù,名词,629212,指技术装备,技术设备,technical equipment,equipment
技能,jì néng,名词,880411,掌握和运用专门技术的能力,掌握和运用专门技术的能力,ability to grasp and use special skills; technical ability,ability
抄,chāo,动词,230711,誊写,誊写,copy; transcribe,copy
抄,chāo,动词,230712,照着别人的作品、作业等写下来当做自己的。,照着别人的作品、作业等写下来当做自己的。,copy; plagiarize; lift things from the works of others as one's own,plagiarize
抄,chāo,动词,230713,搜查并没收,搜查并没收,search and confiscate; make a raid upon,raid
抄,chāo,动词,230714,从侧面或较近的小路过去,从侧面或较近的小路过去,take a short cut; outflank,shortcut
抄,chāo,动词,230715,两手在胸前相互地插在袖筒里,袖手,fold (one's hands) in the sleeves,fold
抄,chāo,动词,230716,抓取;拿,用手抓取或拿取,grab; take,grab; take
抉,jué,动词,408611,剔出;剜出,挑选或挖出,pick out; single out,pick out; extract
把,bà,名词,9511,器具上便于用手拿的部分,器具上用于手持的部分,handle or grip for holding or grasping,handle
把,bà,名词,9512,花、叶或果实的柄,植物花、叶或果实的支撑部分,"stem; stalk (of leaf, flower or fruit)",stem; stalk
把,bǎ,动词,9521,用手握住,用手握住,hold; grasp,hold; grasp
把,bǎ,动词,9522,"从后面用手托起小孩儿两腿,让他大小便",托起小孩双腿让其排泄,hold (a child up by its thighs for it to urinate or defecate),hold a child to urinate/defecate
把,bǎ,动词,9523,把持;把揽,控制或垄断,control; monopolise; dominate,control; monopolize
把,bǎ,动词,9524,看守;把守,守卫或看守,guard; watch,guard; watch
把,bǎ,动词,9525,紧靠,紧靠或接近,be close to; near,be close to
把,bǎ,动词,9526,约束住使不裂开,捆绑以防止裂开,bind together; attach closely,bind together
把,bǎ,名词,9528,车把。,推车等的手持部分,"handle (of pushcart, etc.)",handle (of pushcart)
把,bǎ,量词,9530,用于有把手的器具,用于有把手器具的量词,[for object with a handle],classifier for objects with handles
把,bǎ,动词,9531,"宾语是后面动词的受事者,整个格式有处置的意思",将宾语提前表示处置,"[used when the object is placed before the verb, and is the recipient of the action; the sentence structure expresses disposition]",disposition marker
把,bǎ,动词,9532,"后面的动词,是‘忙、累、急、气’等加上表示结果的补语,整个格式有致使的意思",致使结构标记,"[when used before a verb that is preceded by an object and followed by a complement indicating result, 把 and the verb function as a transitive verbal phrase, such as ‘(cause sb. to be) busy, tired, worried, angry, etc.’]",causative marker
把,bǎ,动词,9533,"宾语是后面动词的施事者,整个格式表示不如意的事情",施事宾语标记（表不如意）,"[the object of 把 is the agent, expressing an unsatisfactory state of affairs]",adversative marker
把,bǎ,量词,9534,"加在‘百、千、万’和‘里、丈、顷、斤、个’等量词后头,表示数量近于这个单位数(前头不能再加数词)",约数标记（用于百/千/万等）,"[used after numerals or classifiers such as 百bǎi, 千qiān, 万wàn, 里lǐ, 丈zhàng, 顷qǐng, 斤jīn, 个gè, etc. to show approximation (no other numerals can be used to modify the first one)] about; or so",approximation marker
把,bǎ,名词,9535,指拜把子的关系,结拜兄弟关系,sworn brotherhood,sworn brotherhood
把关,bǎ guān,动词,796511,把守关口。,守卫关卡,guard a pass,guard a pass
把关,bǎ guān,动词,796512,"根据已定的标准,严格检查,防止差错",严格检查以防差错,strictly check against the criteria to prevent errors,quality control
把戏,bǎ xì,名词,796711,杂技,杂技表演,acrobatics; jugglery,acrobatics
把戏,bǎ xì,名词,796712,花招;蒙蔽人的手法,欺骗手段,trick; swindle; deceit,trick; deceit
把手,bǎ shou,名词,796611,拉手(lā shou)。,拉手装置,handle,handle
把手,bǎ shou,名词,796612,器物上手拿的地方;把儿(bàr)。,器物的手持部位,grip; place to hold by,grip
把手,bǎ shǒu,名词,2000119,门的开启部件,门的开启部件,door handle,door handle
把握,bǎ wò,动词,668711,握;拿,用手握住,hold; grasp,hold
把握,bǎ wò,动词,668712,抓住(抽象的东西),掌握（抽象事物）,grasp (the abstract),grasp (abstract)
把握,bǎ wò,名词,668713,成功的可靠性(多用于‘有’和‘没’后,成功的可能性,mostly after 有 yǒu or 没 méi,certainty (of success)
抑,yì,动词,155011,向下按;压制,压制或控制,press down; restrain; repress; curb,suppress
抑,yì,连词,155012,"表示选择,相当于‘或是’、‘还是’",选择连词（或/还是）,[indicating a choice] or,or (conjunction)
抑,yì,连词,155013,"表示转折,相当于‘可是’、‘但是’、‘然而’",转折连词（但/然而）,[indicating a turn] but; however,but (conjunction)
抑,yì,连词,155014,"表示递进,相当于‘而且’",递进连词（而且）,[indicating progressive advance] moreover; besides,moreover (conjunction)
抑制,yì zhì,动词,1002311,"大脑皮层的两种基本神经活动过程之一。是在外部或内部刺激下产生的,作用是阻止皮层的兴奋,减弱器官机能的活动。睡眠就是大脑皮层全部处于抑制的现象。",神经活动的抑制过程,"inhibition; one of the two basic processes of nervous activity of the cerebral cortex, caused by external or internal stimulation, its function being to check the excitation of the cortex and reduce the activities of the organs. Sleep is exactly a complete inhibition of the cerebral cortex.",neural inhibition
抑制,yì zhì,动词,1002312,压下去;控制,控制或压制,restrain; control; check,restrain
抒,shū,动词,226811,表达;发表,表达情感或观点,express; give expression to; convey,express
抓,zhuā,动词,91311,"手指聚拢,使物体固定在手中","手指聚拢,使物体固定在手中",grab; seize; clutch,grab
抓,zhuā,动词,91312,人用指甲或带齿的东西或动物用爪在物体上划过,用指甲或爪划擦,"scratch; scrape with sth. sharp or jagged, such as claws or fingernails",scratch
抓,zhuā,动词,91313,捉拿;捕捉,捉捕人或动物,arrest; bust; nick; catch,catch
抓,zhuā,动词,91314,"加强领导,特别着重(某方面)",重点负责某方面,stress (certain aspect); take charge of; be responsible for,focus on
抓,zhuā,动词,91315,抢着做,争相做某事,vie with each other to do sth.,vie to do
抓,zhuā,动词,91316,吸引(人注意),吸引注意力,attract (attention); draw; fascinate,attract
抓紧,zhuā jǐn,动词,789811,"紧紧地把握住,不放松",牢牢抓住不放松,firmly grasp; pay close attention to,grasp firmly
投,tóu,动词,68911,向一定目标扔,向一定目标扔,throw; fling; hurl; cast; toss (towards a goal),throw
投,tóu,动词,68912,放进去;送进去,放进去;送进去,drop; put in; cast,put in
投,tóu,动词,68913,跳进去(专指自杀行为,跳入（特指自杀）,of suicidal behaviour,jump into (suicide)
投,tóu,动词,68915,寄给人(书信等),寄送信件等,"send; deliver; dispatch (a letter, etc.)",send
投,tóu,动词,68916,找上去;参加进去,加入或参与,go to; seek; join; enter,join
投,tóu,动词,68917,合;迎合,合;迎合,fit in with; agree with; cater to; be attracted to; be congenial to,cater to
投,tóu,介词,68918,临;在…以前,临近（某时间）,approaching; before,approaching
投射,tóu shè,动词,2041711,(对着目标)扔;掷,向目标投掷,throw; fling; cast (towards a goal),throw at
投射,tóu shè,动词,2041712,(光线等)射,光线照射,"cast; project (a ray of light, etc.)",project (light)
投掷,tóu zhì,动词,968711,扔；投,用力将物体抛向远处,throw; hurl; cast; fling,throw
投机,tóu jī,动词,968411,见解相同,意见或看法相同,agreeable; congenial; holding the same view; having the same opinion,congenial
投机,tóu jī,动词,968412,利用时机谋取私利,利用机会谋取个人利益,speculate; be a profiteer; seize a chance to seek private gain,speculate
投票,tóu piào,动词,968511,"选举的一种方式,由选举人将所要选的人的姓名写在票上,或在印有候选人姓名的选票上做出标志,投入票箱。表决议案也有用投票方式的。",通过填写选票表达选举意愿的行为,"vote; cast a vote; way of electing where a voter writes the name of a candidate on a ballot, or marks his vote on a form printed with the names of the candidates, which then goes into the ballot box; also used when voting for a bill",vote
投资,tóu zī,名词,761011,投入企业的资金,投入企业的资金,investment; input; money or funds invested in an enterprise,investment
投资,tóu zī,名词,761012,泛指为达到一定目的而投入的钱财,为实现目标而投入的资金,investment; input; (in a broad sense) money or funds invested with a defined objective,investment
投资,tóu zī,动词,761013,把资金投入企业,将资金投入企业,invest; put capital into an enterprise,invest
投资,tóu zī,动词,761014,泛指为达到一定目的而投入资金,为实现目标而投入资金,invest; (in a broad sense) put in money to achieve some objective,invest
投降,tóu xiáng,动词,968611,"停止对抗,向对方屈服",停止抵抗，向对方屈服,surrender; capitulate; stop resisting and yield to one's opponent,surrender
抖,dǒu,动词,180311,颤动;哆嗦,身体或物体快速颤动,tremble; shiver; quiver,tremble
抖,dǒu,动词,180312,振动;甩动,用力摇动物体,shake; jerk,shake
抖,dǒu,动词,180313,(跟‘出来’连用)全部倒出;彻底揭穿,完全揭露或倒出,[used with 出来∥ chū∥ lái as complement] expose; bring to light,expose
抖,dǒu,动词,180314,振作;鼓起(精神),振奋精神,rouse; muster up; stir up,rouse
抖,dǒu,动词,180315,称人因为有钱有地位等而得意(多含讥讽意,因富有或地位而得意（含讽刺）,usu. Ironic,flaunt
抖擞,dǒu sǒu,动词,2021911,振作,振奋精神,enliven; rouse; invigorate,invigorate
抗,kàng,动词,73711,抵抗;抵挡,抵御或对抗,resist; combat; fight,resist
