cihui,pinyin,rank
星斗,xing1'dou3,27082
秧子,yang1'zi3,27083
洋酒,yang2'jiu3,27084
营寨,ying2'zhai4,27085
游弋,you2'yi4,27086
政见,zheng4'jian4,27087
致歉,zhi4'qian4,27088
中耕,zhong1'geng1,27089
蛀虫,zhu4'chong2,27090
转危为安,zhuan3'wei1'wei2'an1,27091
着色,zhuo2'se4,27092
宗亲,zong1'qin1,27093
走亲戚,zou3'qin1'qi,27094
最惠国,zui4'hui4'guo2,27095
佐料,zuo3'liao4,27096
病友,bing4'you3,27097
不辞而别,bu4'ci2'er2'bie2,27098
长矛,chang2'mao2,27099
除害,chu2'hai4,27100
打头,da3'tou2,27101
大吉,da4'ji2,27102
定购,ding4'gou4,27103
逗乐,dou4'le4,27104
发愤,fa1'fen4,27105
飞升,fei1'sheng1,27106
浮华,fu2'hua2,27107
拱桥,gong3'qiao2,27108
归并,gui1'bing4,27109
害处,hai4'chu,27110
好人好事,hao3'ren2'hao3'shi4,27111
号牌,hao4'pai2,27112
黑道,hei1'dao4,27113
红绿灯,hong2'lv4'deng1,27114
哄骗,hong3'pian4,27115
寂然,ji4'ran2,27116
家法,jia1'fa3,27117
家庭主妇,jia1'ting2'zhu3'fu4,27118
矫情,jiao3'qing2,27119
教唆,jiao4'suo1,27120
结石,jie2'shi2,27121
解职,jie3'zhi2,27122
剧中人,ju4'zhong1'ren2,27123
军事法庭,jun1'shi4'fa3'ting2,27124
廓清,kuo4'qing1,27125
良莠不齐,liang2'you3'bu4'qi2,27126
粮饷,liang2'xiang3,27127
靓丽,liang4'li4,27128
潦草,liao2'cao3,27129
眉梢,mei2'shao1,27130
棉纱,mian2'sha1,27131
奶水,nai3'shui3,27132
南极洲,nan2'ji2'zhou1,27133
跑腿儿,pao3'tui3'er,27134
披散,pi1'san,27135
品评,pin3'ping2,27136
评优,ping2'you1,27137
蒲扇,pu2'shan4,27138
起跑,qi3'pao3,27139
潜质,qian2'zhi4,27140
清热,qing1're4,27141
劝降,quan4'xiang2,27142
三弦,san1'xian2,27143
莘莘学子,shen1'shen1'xue2'zi3,27144
生长点,sheng1'zhang3'dian3,27145
胜局,sheng4'ju2,27146
失血,shi1'xue4,27147
失之交臂,shi1'zhi1'jiao1'bi4,27148
数不胜数,shu3'bu4'sheng4'shu3,27149
树龄,shu4'ling2,27150
庶几,shu4'ji1,27151
谈情说爱,tan2'qing2'shuo1'ai4,27152
同辈,tong2'bei4,27153
同义词,tong2'yi4'ci2,27154
推心置腹,tui1'xin1'zhi4'fu4,27155
玩世不恭,wan2'shi4'bu4'gong1,27156
妄言,wang4'yan2,27157
硝,xiao1,27158
小伙计,xiao3'huo3'ji4,27159
械斗,xie4'dou4,27160
心醉,xin1'zui4,27161
兴风作浪,xing1'feng1'zuo4'lang4,27162
形象化,xing2'xiang4'hua4,27163
休渔,xiu1'yu2,27164
虚妄,xu1'wang4,27165
虚无主义,xu1'wu2'zhu3'yi4,27166
烟蒂,yan1'di4,27167
颜面,yan2'mian4,27168
眼皮底下,yan3'pi2'di3'xia,27169
扬名,yang2'ming2,27170
意见箱,yi4'jian4'xiang1,27171
增光,zeng1'guang1,27172
征购,zheng1'gou4,27173
职教,zhi2'jiao1,27174
指挥棒,zhi3'hui1'bang4,27175
注脚,zhu4'jiao3,27176
装甲兵,zhuang1'jia3'bing1,27177
板眼,ban3'yan3,27178
币值,bi4'zhi2,27179
冰毒,bing1'du2,27180
病根,bing4'gen1,27181
病愈,bing4'yu4,27182
播映,bo1'ying4,27183
不近人情,bu4'jin4'ren2'qing2,27184
不堪回首,bu4'kan1'hui2'shou3,27185
彩霞,cai3'xia2,27186
残运会,can2'yun4'hui4,27187
苍劲,cang1'jing4,27188
侧重点,ce4'zhong4'dian3,27189
成书,cheng2'shu1,27190
宠儿,chong3'er2,27191
出逃,chu1'tao2,27192
除草剂,chu2'cao3'ji4,27193
灯红酒绿,deng1'hong2'jiu3'lv4,27194
东三省,dong1'san1'sheng3,27195
毒剂,du2'ji4,27196
发狠,fa1'hen3,27197
风平浪静,feng1'ping2'lang4'jing4,27198
伏笔,fu2'bi3,27199
敢死队,gan3'si3'dui4,27200
高谈阔论,gao1'tan2'kuo4'lun4,27201
古琴,gu3'qin2,27202
古铜色,gu3'tong2'se4,27203
掼,guan4,27204
锅底,guo1'di3,27205
旱作,han4'zuo4,27206
好找,hao3'zhao3,27207
荷塘,he2'tang2,27208
花岗石,hua1'gang1'shi2,27209
架子车,jia4'zi'che1,27210
健将,jian4'jiang4,27211
交点,jiao1'dian3,27212
焦化,jiao1'hua4,27213
楷,kai3,27214
肯干,ken3'gan1,27215
宽泛,kuan1'fan4,27216
落难,luo4'nan4,27217
萌动,meng2'dong4,27218
米酒,mi3'jiu3,27219
绵长,mian2'chang2,27220
念念有词,nian4'nian4'you3'ci2,27221
弄潮儿,nong4'chao2'er2,27222
频仍,pin2'reng2,27223
起重,qi3'zhong4,27224
俏丽,qiao4'li4,27225
秋粮,qiu1'liang2,27226
乳母,ru3'mu3,27227
入席,ru4'xi2,27228
商号,shang1'hao4,27229
上梁,shang4'liang2,27230
奢侈品,she1'chi3'pin3,27231
神经过敏,shen2'jing1'guo4'min3,27232
失言,shi1'yan2,27233
水色,shui3'se4,27234
讨教,tao3'jiao4,27235
套取,tao4'qu3,27236
题记,ti2'ji4,27237
网状,wang3'zhuang4,27238
微细,wei1'xi4,27239
惟妙惟肖,wei2'miao4'wei2'xiao4,27240
戏法,xi4'fa3,27241
想不开,xiang3'bu'kai1,27242
消闲,xiao1'xian2,27243
鞋垫,xie2'dian4,27244
讯息,xun4'xi1,27245
哑口无言,ya3'kou3'wu2'yan2,27246
掩体,yan3'ti3,27247
艳羡,yan4'xian4,27248
扬鞭,yang2'bian1,27249
洋文,yang2'wen2,27250
异端,yi4'duan1,27251
员额,yuan2'e2,27252
圆周,yuan2'zhou1,27253
摘除,zhai1'chu2,27254
贞操,zhen1'cao1,27255
阻滞,zu3'zhi4,27256
做媒,zuo4'mei2,27257
晓,xiao3,27258
安身立命,an1'shen1'li4'ming4,27259
把玩,ba3'wan2,27260
白骨,bai2'gu3,27261
白色恐怖,bai2'se4'kong3'bu4,27262
不偏不倚,bu4'pian1'bu4'yi3,27263
草书,cao3'shu1,27264
存贮,cun2'zhu4,27265
低档,di1'dang4,27266
典型性,dian3'xing2'xing4,27267
抖擞,dou3'sou3,27268
端午,duan1'wu3,27269
二流,er4'liu2,27270
二人转,er4'ren2'zhuan4,27271
二手房,er4'shou3'fang2,27272
发还,fa1'huan2,27273
烦人,fan2'ren2,27274
飞檐,fei1'yan2,27275
服毒,fu2'du2,27276
赴宴,fu4'yan4,27277
赶制,gan3'zhi4,27278
古为今用,gu3'wei2'jin1'yong4,27279
鼓点,gu3'dian3,27280
国威,guo2'wei1,27281
黑熊,hei1'xiong2,27282
后话,hou4'hua4,27283
后起之秀,hou4'qi3'zhi1'xiu4,27284
后援,hou4'yuan2,27285
湖光,hu2'guang1,27286
谎报,huang3'bao4,27287
霍地,huo4'di4,27288
娇滴滴,jiao1'di1'di1,27289
借重,jie4'zhong4,27290
狂潮,kuang2'chao2,27291
扩大化,kuo4'da4'hua4,27292
来世,lai2'shi4,27293
老手,lao3'shou3,27294
鲁莽,lu3'mang3,27295
明前,ming2'qian2,27296
墨绿,mo4'lv4,27297
暮年,mu4'nian2,27298
皮靴,pi2'xue1,27299
绮丽,qi3'li4,27300
潜伏期,qian2'fu2'qi1,27301
清亮,qing1'liang,27302
穷乡僻壤,qiong2'xiang1'pi4'rang3,27303
弱视,ruo4'shi4,27304
砂岩,sha1'yan2,27305
闪身,shan3'shen1,27306
芍药,shao2'yao,27307
神力,shen2'li4,27308
矢志,shi3'zhi4,27309
矢志不渝,shi3'zhi4'bu4'yu2,27310
手大,shou3'da4,27311
死而后已,si3'er2'hou4'yi3,27312
死胡同,si3'hu2'tong,27313
宿命,su4'ming4,27314
特效,te4'xiao4,27315
挑子,tiao1'zi,27316
亭子间,ting2'zi'jian1,27317
小憩,xiao3'qi4,27318
小叔,xiao3'shu1,27319
艳阳,yan4'yang2,27320
一触即发,yi1'chu4'ji2'fa1,27321
倚靠,yi3'kao4,27322
义卖,yi4'mai4,27323
引以为戒,yin3'yi3'wei2'jie4,27324
迎头赶上,ying2'tou2'gan3'shang4,27325
营养品,ying2'yang3'pin3,27326
预科,yu4'ke1,27327
圆滑,yuan2'hua2,27328
再婚,zai4'hun1,27329
增益,zeng1'yi4,27331
招魂,zhao1'hun2,27332
枝干,zhi1'gan1,27333
主题歌,zhu3'ti2'ge1,27334
自诉,zi4'su4,27335
宗师,zong1'shi1,27336
走运,zou3'yun4,27337
捌,ba1,27338
白灰,bai2'hui1,27339
白沫,bai2'mo4,27340
不成,bu4'cheng2,27341
不省人事,bu4'xing3'ren2'shi4,27342
惨状,can3'zhuang4,27343
谄媚,chan3'mei4,27344
车床,che1'chuang2,27345
赤膊,chi4'bo2,27346
愁云,chou2'yun2,27347
打雷,da3'lei2,27348
得悉,de2'xi1,27349
滴落,di1'luo4,27350
佃,dian4,27351
动气,dong4'qi4,27352
洞开,dong4'kai1,27353
队部,dui4'bu4,27354
对讲机,dui4'jiang3'ji1,27355
敦厚,dun1'hou4,27356
多心,duo1'xin1,27357
发炎,fa1'yan2,27358
敷衍了事,fu1'yan3'liao3'shi4,27359
高山族,gao1'shan1'zu2,27360
工科,gong1'ke1,27361
工薪阶层,gong1'xin1'jie1'ceng2,27362
孤苦,gu1'ku3,27363
挂图,gua4'tu2,27364
官名,guan1'ming2,27365
海阔天空,hai3'kuo4'tian1'kong1,27366
合谋,he2'mou2,27368
轰响,hong1'xiang3,27369
红彤彤,hong2'tong1'tong1,27370
呼号,hu1'hao2,27371
火葬场,huo3'zang4'chang3,27372
积怨,ji1'yuan4,27373
基业,ji1'ye4,27374
基质,ji1'zhi4,27375
寄存,ji4'cun2,27376
价码,jia4'ma3,27377
斤斤计较,jin1'jin1'ji4'jiao4,27378
进见,jin4'jian4,27379
警笛,jing3'di2,27380
开列,kai1'lie4,27381
看破,kan4'po4,27382
空位,kong1'wei4,27383
拉链,la1'lian4,27384
阑尾,lan2'wei3,27385
老北京,lao3'bei3'jing1,27386
立足之地,li4'zu2'zhi1'di4,27387
路障,lu4'zhang4,27388
辘轳,lu4'lu2,27389
螺旋桨,luo2'xuan2'jiang3,27390
摩肩接踵,mo2'jian1'jie1'zhong3,27391
脑际,nao3'ji4,27392
怒容,nu4'rong2,27393
女色,nv3'se4,27394
棋艺,qi2'yi4,27395
抢运,qiang3'yun4,27396
侨领,qiao2'ling3,27397
韧劲,ren4'jin4,27398
戎装,rong2'zhuang1,27399
润湿,run4'shi1,27400
散记,san3'ji4,27401
身败名裂,shen1'bai4'ming2'lie4,27402
师妹,shi1'mei4,27403
寿辰,shou4'chen2,27404
书摊儿,shu1'tan1'er2,27405
四外,si4'wai4,27406
素朴,su4'pu3,27407
天寒地冻,tian1'han2'di4'dong4,27408
甜瓜,tian2'gua1,27409
铁嘴,tie3'zui3,27410
唯心论,wei2'xin1'lun4,27411
闻所未闻,wen2'suo3'wei4'wen2,27412
吸气,xi1'qi4,27413
戏园子,xi4'yuan2'zi,27414
鲜果,xian1'guo3,27415
相劝,xiang1'quan4,27416
相送,xiang1'song4,27417
信口开河,xin4'kou3'kai1'he2,27418
学海,xue2'hai3,27419
押韵,ya1'yun4,27420
眼罩,yan3'zhao4,27421
姨奶奶,yi2'nai3'nai3,27422
疑团,yi2'tuan2,27423
影射,ying3'she4,27424
鱼群,yu2'qun2,27425
云霞,yun2'xia2,27426
芸芸众生,yun2'yun2'zhong4'sheng1,27427
再嫁,zai4'jia4,27428
志同道合,zhi4'tong2'dao4'he2,27429
妯娌,zhou2'li3,27430
猪八戒,zhu1'ba1'jie4,27431
罢手,ba4'shou3,27432
白玉,bai2'yu4,27433
蹩脚,bie2'jiao3,27434
兵荒马乱,bing1'huang1'ma3'luan4,27435
兵站,bing1'zhan4,27436
病灶,bing4'zao4,27437
采光,cai3'guang1,27438
菜叶,cai4'ye4,27439
刺探,ci4'tan4,27440
从简,cong2'jian3,27441
大功告成,da4'gong1'gao4'cheng2,27442
帝位,di4'wei4,27443
短跑,duan3'pao3,27444
翻版,fan1'ban3,27445
防区,fang2'qu1,27446
分户,fen1'hu4,27447
扶老携幼,fu2'lao3'xie2'you4,27448
浮沉,fu2'chen2,27449
孤注一掷,gu1'zhu4'yi1'zhi4,27450
古建,gu3'jian4,27451
挂果,gua4'guo3,27452
光闪闪,guang1'shan3'shan3,27453
海战,hai3'zhan4,27454
耗电,hao4'dian4,27455
核子,he2'zi3,27456
黑沉沉,hei1'chen2'chen2,27457
蛔虫,hui2'chong2,27458
会话,hui4'hua4,27459
会考,hui4'kao3,27460
豁然,huo4'ran2,27461
胶鞋,jiao1'xie2,27462
尽善尽美,jin4'shan4'jin4'mei3,27463
旌旗,jing1'qi2,27464
旧体诗,jiu4'ti3'shi1,27465
倦意,juan4'yi4,27466
离乡,li2'xiang1,27467
麻疹,ma2'zhen3,27468
美色,mei3'se4,27469
摩拳擦掌,mo2'quan2'ca1'zhang3,27470
墓穴,mu4'xue2,27471
女权,nv3'quan2,27472
怦然,peng1'ran2,27473
蓬头垢面,peng2'tou2'gou4'mian4,27474
脾胃,pi2'wei4,27475
品系,pin3'xi4,27476
岂敢,qi3'gan3,27477
枪械,qiang1'xie4,27478
如鱼得水,ru2'yu2'de2'shui3,27479
舍命,she3'ming4,27480
声泪俱下,sheng1'lei4'ju4'xia4,27481
驶离,shi3'li2,27482
说得过去,shuo1'de'guo4'qu4,27483
四分五裂,si4'fen1'wu3'lie4,27484
塑胶,su4'jiao1,27485
随访,sui2'fang3,27486
太师椅,tai4'shi1'yi3,27487
提审,ti2'shen3,27488
通宵达旦,tong1'xiao1'da2'dan4,27489
顽童,wan2'tong2,27490
巍然,wei1'ran2,27491
委曲,wei3'qu1,27492
污点,wu1'dian3,27493
喜滋滋,xi3'zi1'zi1,27494
下情,xia4'qing2,27495
献媚,xian4'mei4,27496
学时,xue2'shi2,27497
仰仗,yang3'zhang4,27498
尧舜,yao2'shun4,27499
一马当先,yi1'ma3'dang1'xian1,27500
遗属,yi2'shu3,27501
盈门,ying2'men2,27502
预购,yu4'gou4,27503
阅兵式,yue4'bing1'shi4,27504
杂货,za2'huo4,27505
造像,zao4'xiang4,27506
祖父母,zu3'fu4'mu3,27507
尊师,zun1'shi1,27508
昆,kun1,27509
安营扎寨,an1'ying2'zha1'zhai4,27510
比得上,bi3'de2'shang4,27511
编委,bian1'wei3,27512
菜花,cai4'hua1,27513
超速,chao1'su4,27514
嗔怪,chen1'guai4,27515
簇新,cu4'xin1,27516
带劲,dai4'jin4,27517
当归,dang1'gui1,27518
道人,dao4'ren2,27519
蒂,di4,27520
毒物,du2'wu4,27521
发源,fa1'yuan2,27522
房客,fang2'ke4,27523
风华正茂,feng1'hua2'zheng4'mao4,27524
感光,gan3'guang1,27525
各自为战,ge4'zi4'wei2'zhan4,27526
共同性,gong4'tong2'xing4,27527
孤身,gu1'shen1,27528
瓜葛,gua1'ge2,27529
光彩夺目,guang1'cai3'duo2'mu4,27530
裹挟,guo3'xie2,27531
横梁,heng2'liang2,27532
琥珀,hu3'po4,27533
华语,hua2'yu3,27534
会刊,hui4'kan1,27535
晦涩,hui4'se4,27536
纪律性,ji4'lv4'xing4,27537
金盾,jin1'dun4,27538
坎肩,kan3'jian1,27539
留情,liu2'qing2,27540
龙井茶,long2'jing3'cha2,27541
露宿,lu4'su4,27542
免票,mian3'piao4,27543
面板,mian4'ban3,27544
面食,mian4'shi2,27545
面相,mian4'xiang4,27546
明丽,ming2'li4,27547
拟于,ni3'yu2,27548
农副业,nong2'fu4'ye4,27549
女声,nv3'sheng1,27550
骗术,pian4'shu4,27551
铺盖卷儿,pu1'gai'juan3'er,27552
前肢,qian2'zhi1,27554
轻佻,qing1'tiao1,27555
润泽,run4'ze2,27556
缫丝,sao1'si1,27557
沙滩排球,sha1'tan1'pai2'qiu2,27558
纱巾,sha1'jin1,27559
山涧,shan1'jian4,27560
删改,shan1'gai3,27561
设伏,she4'fu2,27562
神思,shen2'si1,27563
势不可挡,shi4'bu4'ke3'dang3,27564
倏然,shu1'ran2,27565
熟食,shu2'shi2,27566
藤萝,teng2'luo2,27567
同前,tong2'qian2,27568
秃山,tu1'shan1,27569
喂奶,wei4'nai3,27570
下酒,xia4'jiu3,27571
下坡,xia4'po1,27572
学前教育,xue2'qian2'jiao4'yu4,27573
央告,yang1'gao,27574
药师,yao4'shi1,27575
要强,yao4'qiang2,27576
一蹶不振,yi1'jue2'bu4'zhen4,27577
引述,yin3'shu4,27578
尤甚,you2'shen4,27579
邮戳,you2'chuo1,27580
乐府,yue4'fu3,27581
战船,zhan4'chuan2,27582
峥嵘,zheng1'rong2,27583
治穷,zhi4'qiong2,27584
追思,zhui1'si1,27585
坐椅,zuo4'yi3,27586
安插,an1'cha1,27587
报恩,bao4'en1,27588
标新立异,biao1'xin1'li4'yi4,27589
不成文,bu4'cheng2'wen2,27590
不轨,bu4'gui3,27591
才艺,cai2'yi4,27592
菜蔬,cai4'shu1,27593
查房,cha2'fang2,27594
掺和,chan1'huo,27595
诚惶诚恐,cheng2'huang2'cheng2'kong3,27596
充塞,chong1'se4,27597
丑化,chou3'hua4,27598
大驾,da4'jia4,27599
当街,dang1'jie1,27600
导流,dao3'liu2,27601
电影片,dian4'ying3'pian4,27602
帆板,fan1'ban3,27603
方向性,fang1'xiang4'xing4,27604
分界,fen1'jie4,27605
辅佐,fu3'zuo3,27606
高挑,gao1'tiao3,27607
割地,ge1'di4,27608
惯常,guan4'chang2,27609
锅子,guo1'zi3,27610
海堤,hai3'di1,27611
寒夜,han2'ye4,27612
悔改,hui3'gai3,27613
吉庆,ji2'qing4,27614
酒色,jiu3'se4,27615
捐躯,juan1'qu1,27616
咔,ka1,27617
可燃,ke3'ran2,27618
孔庙,kong3'miao4,27619
快门,kuai4'men2,27620
拦路,lan2'lu4,27621
拦路虎,lan2'lu4'hu3,27622
滥杀,lan4'sha1,27623
老脸,lao3'lian3,27624
灵丹妙药,ling2'dan1'miao4'yao4,27625
聋哑人,long2'ya3'ren2,27626
毛纺,mao2'fang3,27627
美中不足,mei3'zhong1'bu4'zu2,27628
盟主,meng2'zhu3,27629
墨盒,mo4'he2,27630
排遣,pai2'qian3,27631
配售,pei4'shou4,27632
平仄,ping2'ze4,27633
千疮百孔,qian1'chuang1'bai3'kong3,27634
钱数,qian2'shu4,27635
墙报,qiang2'bao4,27636
切线,qie1'xian4,27637
热电厂,re4'dian4'chang3,27638
扇贝,shan4'bei4,27639
上坟,shang4'fen2,27640
神人,shen2'ren2,27641
时弊,shi2'bi4,27642
世态,shi4'tai4,27643
天壤之别,tian1'rang3'zhi1'bie2,27644
铁面无私,tie3'mian4'wu2'si1,27645
通称,tong1'cheng1,27646
委托书,wei3'tuo1'shu1,27647
卫星城,wei4'xing1'cheng2,27648
文化课,wen2'hua4'ke4,27649
文墨,wen2'mo4,27650
无可非议,wu2'ke3'fei1'yi4,27651
无双,wu2'shuang1,27652
无所顾忌,wu2'suo3'gu4'ji4,27653
小皇帝,xiao3'huang2'di4,27654
小商贩,xiao3'shang1'fan4,27655
心电图,xin1'dian4'tu2,27656
信贷员,xin4'dai4'yuan2,27657
雄狮,xiong2'shi1,27658
修葺,xiu1'qi4,27659
烟雨,yan1'yu3,27660
铱,yi1,27661
优生,you1'sheng1,27662
原版,yuan2'ban3,27663
圆顶,yuan2'ding3,27664
韵文,yun4'wen2,27665
职业高中,zhi2'ye4'gao1'zhong1,27666
植保,zhi2'bao3,27667
滞纳金,zhi4'na4'jin1,27668
种姓,zhong3'xing4,27669
砖石,zhuan1'shi2,27670
自取,zi4'qu3,27671
板报,ban3'bao4,27672
憋气,bie1'qi4,27673
不法之徒,bu4'fa3'zhi1'tu2,27674
不三不四,bu4'san1'bu4'si4,27675
不枉,bu4'wang3,27676
不肖,bu4'xiao4,27677
彩带,cai3'dai4,27678
车皮,che1'pi2,27679
冲浪,chong1'lang4,27680
葱绿,cong1'lv4,27681
淙淙,cong2'cong2,27682
粗话,cu1'hua4,27683
存储器,cun2'chu3'qi4,27684
大姑,da4'gu1,27685
大姨,da4'yi2,27686
敌阵,di2'zhen4,27687
地儿,di4'er,27688
电话亭,dian4'hua4'ting2,27689
碇,ding4,27690
动产,dong4'chan3,27691
对弈,dui4'yi4,27692
反败为胜,fan3'bai4'wei2'sheng4,27693
飞人,fei1'ren2,27694
分蘖,fen1'nie4,27695
封杀,feng1'sha1,27696
佛门,fo2'men2,27697
复建,fu4'jian4,27698
咯噔,ge1'deng1,27699
跟斗,gen1'dou,27700
官了,guan1'le,27701
红宝石,hong2'bao3'shi2,27702
呼之欲出,hu1'zhi1'yu4'chu1,27703
忽闪,hu1'shan,27704
护身符,hu4'shen1'fu2,27705
画师,hua4'shi1,27706
换算,huan4'suan4,27707
祸国殃民,huo4'guo2'yang1'min2,27708
家口,jia1'kou3,27709
戛然而止,jia2'ran2'er2'zhi3,27710
焦距,jiao1'ju4,27711
节骨眼儿,jie1'gu'yan3'er2,27712
襟怀,jin1'huai2,27713
就教,jiu4'jiao4,27714
居民点,ju1'min2'dian3,27715
葵花,kui2'hua1,27716
离岸,li2'an4,27717
令人神往,ling4'ren2'shen2'wang3,27718
米面,mi3'mian4,27719
鸣笛,ming2'di2,27720
摩擦力,mo2'ca1'li4,27721
木版,mu4'ban3,27722
木筏,mu4'fa2,27723
奶制品,nai3'zhi4'pin3,27724
农家肥,nong2'jia1'fei2,27725
贫嘴,pin2'zui3,27726
奇功,qi2'gong1,27727
倾覆,qing1'fu4,27728
忍俊不禁,ren3'jun4'bu4'jin1,27729
荣膺,rong2'ying1,27730
散失,san4'shi1,27731
身姿,shen1'zi1,27732
深广,shen1'guang3,27733
添乱,tian1'luan4,27734
痛不欲生,tong4'bu4'yu4'sheng1,27735
头领,tou2'ling3,27736
投水,tou2'shui3,27737
万端,wan4'duan1,27738
危在旦夕,wei1'zai4'dan4'xi1,27739
无缺,wu2'que1,27740
膝下,xi1'xia4,27741
下挫,xia4'cuo4,27742
贤惠,xian2'hui4,27743
相投,xiang1'tou2,27744
小年,xiao3'nian2,27745
小意思,xiao3'yi4'si,27746
心悦诚服,xin1'yue4'cheng2'fu2,27747
欣喜若狂,xin1'xi3'ruo4'kuang2,27748
血痕,xue4'hen2,27749
艳红,yan4'hong2,27750
夜饭,ye4'fan4,27751
一年半载,yi1'nian2'ban4'zai3,27752
迎击,ying2'ji1,27753
真意,zhen1'yi4,27754
振聋发聩,zhen4'long2'fa1'kui4,27755
中流砥柱,zhong1'liu2'di3'zhu4,27756
自由度,zi4'you2'du4,27757
白面儿,bai2'mian4'er,27758
拜读,bai4'du2,27759
绊倒,ban4'dao3,27760
保驾护航,bao3'jia4'hu4'hang2,27761
暴虐,bao4'nue4,27762
并驾齐驱,bing4'jia4'qi2'qu1,27763
财神爷,cai2'shen2'ye2,27764
彩礼,cai3'li3,27765
创刊号,chuang4'kan1'hao4,27766
次品,ci4'pin3,27767
打压,da3'ya1,27768
淡黄,dan4'huang2,27769
倒戈,dao3'ge1,27770
电话会议,dian4'hua4'hui4'yi4,27772
兜肚,dou1'du,27773
多事,duo1'shi4,27774
方舟,fang1'zhou1,27775
放歌,fang4'ge1,27776
非礼,fei1'li3,27777
分道扬镳,fen1'dao4'yang2'biao1,27778
哽,geng3,27779
豪言壮语,hao2'yan2'zhuang4'yu3,27780
划线,hua4'xian4,27781
荒沙,huang1'sha1,27782
讲法,jiang3'fa3,27783
蛟龙,jiao1'long2,27784
教化,jiao4'hua4,27785
金字招牌,jin1'zi4'zhao1'pai2,27786
卷曲,juan3'qu1,27787
空泛,kong1'fan4,27788
马脚,ma3'jiao3,27789
盲道,mang2'dao4,27790
毛皮,mao2'pi2,27791
灭顶,mie4'ding3,27792
农艺师,nong2'yi4'shi1,27793
旗手,qi2'shou3,27794
汽轮机,qi4'lun2'ji1,27795
青贮,qing1'zhu4,27796
沙盘,sha1'pan2,27798
哨声,shao4'sheng1,27799
摄食,she4'shi2,27800
什物,shi2'wu4,27801
首富,shou3'fu4,27802
书卷,shu1'juan4,27803
探路,tan4'lu4,27804
淘米,tao2'mi3,27805
屯垦,tun2'ken3,27806
外孙女,wai4'sun1'nv3,27807
洗涤剂,xi3'di2'ji4,27808
晓之以理,xiao3'zhi1'yi3'li3,27809
肖像画,xiao4'xiang4'hua4,27810
选美,xuan3'mei3,27811
血污,xue4'wu1,27812
严阵以待,yan2'zhen4'yi3'dai4,27813
眼目,yan3'mu4,27814
羊倌,yang2'guan1,27815
摇摇欲坠,yao2'yao2'yu4'zhui4,27816
椰树,ye1'shu4,27817
依从,yi1'cong2,27818
阴性,yin1'xing4,27819
有救,you3'jiu4,27820
玉玺,yu4'xi3,27821
育肥,yu4'fei2,27822
藏药,cang2'yao4,27823
找麻烦,zhao3'ma2'fan,27824
兆头,zhao4'tou2,27825
蒸笼,zheng1'long2,27826
证交所,zheng4'jiao1'suo3,27827
哀痛,ai1'tong4,27828
矮胖,ai3'pang4,27829
安度,an1'du4,27830
抱病,bao4'bing4,27831
背井离乡,bei4'jing3'li2'xiang1,27832
变味儿,bian4'wei4'er2,27833
别名,bie2'ming2,27834
不负众望,bu4'fu4'zhong4'wang4,27835
谗言,chan2'yan2,27836
车次,che1'ci4,27837
重印,chong2'yin4,27838
垂泪,chui2'lei4,27839
春暖花开,chun1'nuan3'hua1'kai1,27840
次生,ci4'sheng1,27841
大打出手,da4'da3'chu1'shou3,27842
大惑不解,da4'huo4'bu4'jie3,27843
大逆不道,da4'ni4'bu4'dao4,27844
得宠,de2'chong3,27845
低端,di1'duan1,27846
鼎力,ding3'li4,27847
氡,dong1,27848
多才多艺,duo1'cai2'duo1'yi4,27849
翻修,fan1'xiu1,27850
割让,ge1'rang4,27851
公转,gong1'zhuan4,27852
挂钟,gua4'zhong1,27853
含辛茹苦,han2'xin1'ru2'ku3,27854
黄米,huang2'mi3,27855
悔悟,hui3'wu4,27856
减价,jian3'jia4,27857
见利忘义,jian4'li4'wang4'yi4,27858
结社,jie2'she4,27859
巨子,ju4'zi3,27860
亢,kang4,27861
拷打,kao3'da3,27862
昆剧,kun1'ju4,27863
淋浴,lin2'yu4,27864
迷醉,mi2'zui4,27865
年饭,nian2'fan4,27866
贫弱,pin2'ruo4,27867
评析,ping2'xi1,27868
颀长,qi2'chang2,27869
切换,qie1'huan4,27870
青天白日,qing1'tian1'bai2'ri4,27871
热处理,re4'chu3'li3,27872
日积月累,ri4'ji1'yue4'lei3,27873
冗员,rong3'yuan2,27874
山珍海味,shan1'zhen1'hai3'wei4,27875
上苍,shang4'cang1,27876
上座率,shang4'zuo4'lv4,27877
声部,sheng1'bu4,27878
圣明,sheng4'ming2,27879
水球,shui3'qiu2,27880
水乳交融,shui3'ru3'jiao1'rong2,27881
水仙花,shui3'xian1'hua1,27882
太古,tai4'gu3,27883
天然橡胶,tian1'ran2'xiang4'jiao1,27884
通奸,tong1'jian1,27885
铜器,tong2'qi4,27886
头前,tou2'qian2,27887
屠刀,tu2'dao1,27888
托拉斯,tuo1'la1'si1,27889
万古,wan4'gu3,27890
伟岸,wei3'an4,27891
无度,wu2'du4,27892
笑容满面,xiao4'rong2'man3'mian4,27893
心灰意冷,xin1'hui1'yi4'leng3,27894
袖章,xiu4'zhang1,27895
血肉之躯,xue4'rou4'zhi1'qu1,27896
羊毛衫,yang2'mao2'shan1,27897
夜行,ye4'xing2,27898
一来二去,yi1'lai2'er4'qu4,27899
音箱,yin1'xiang1,27900
印度教,yin4'du4'jiao4,27901
有碍,you3'ai4,27902
